Titular;Municipio(s);ESTADO;PrimeiroDeSUBS;LONGITUDE;LATITUDE;CFEM;FAIXA OPERAÇÃO CFEM
Petróleo Brasileiro S.A.;AUTAZES;AM;SILVINITA;-59,133567;-3,578664;1489902;P5
Pilar de Goias Desenvolvimento Mineral S.a.;CRIXÁS;GO;OURO;-49,967204;-14,53759;644194;P5
Porcelanas Industriais Germer S.a.;CAMPO LARGO;PR;CAULIM;-49,528841;-25,459491;117;P1
Raj Minérios Ltda Me;ANDRADAS;MG;BAUXITA;-46,575583;-22,072807;4263;P1
Ramos e Morais Ltda M.e;CORDISLÂNDIA;MG;ILMENITA;-45,70053;-21,791208;1616;P1
Refranor Refratários do Nordeste S A;ICÓ;CE;MAGNESITA;-38,863085;-6,403031;25370;P2
Rialma Fertlizantes Indústria e Comércio S A;TAIPAS DO TOCANTINS;TO;FOSFATO;-46,984572;-12,192837;17975;P2
Roca Sanitários Brasil Ltda;BAMBUÍ;MG;FILITO;-45,979045;-20,011892;133;P1
Royalmining Mineração Ltda;DOUTOR ULYSSES;PR;FILITO;-49,419772;-24,567836;1518;P1
Safm Mineração Ltda;ITABIRITO;MG;FERRO;-43,802143;-20,254177;1614807;P5
Salinas Gold Mineração Ltda;NOSSA SENHORA DO LIVRAMENTO;MT;OURO;-56,345259;-15,789676;685622;P5
Salobo Metais Sa.;MARABÁ;PA;COBRE;-49,142025;-5,352606;28517405;P8
Samarco Mineração S A.;MARIANA;MG;FERRO;-43,41614;-20,374493;1653181;P5
San Marcos Revest Ceramicos Ltda;JAGUARUNA;SC;TURFA;-49,049129;-28,624964;27901;P2
Santa Luz Desenvolvimento Mineral Ltda;SANTALUZ;BA;OURO;-39,377378;-11,25336;49345;P3
Savana Minas Mineração Ltda;VILA PROPÍCIO;GO;FILITO;-48,882422;-15,454635;3745;P1
Serabi Mineração S.a.;ITAITUBA;PA;COBRE;-55,990049;-4,263729;945838;P5
SERRA LESTE MINERACAO LTDA;GUANHÃES;MG;FERRO;-42,937049;-18,777151;486004;P4
Silvano Biondi e Filhos Ltda.;LAVRINHAS;SP;BAUXITA;-44,89311;-22,570096;655;P1
SL Mineradora Ltda Epp;JUÍNA;MT;DIAMANTE ;-58,762217;-11,422018;2040;P1
Socal S A Mineração e Intercâmbio Comercial e Industrial;REGISTRO;SP;FERRO;-47,841055;-24,494251;5844;P1
Sociedade Caolinita Ltda Epp;EMBU-GUAÇU;SP;CAULIM;-46,85086;-23,647313;7591;P1
Super Clássico Comércio Importação e Exportação Ltda;ITINGA;MG;BERÍLO;-41,778178;-16,601429;41024;P3
Tech Rock Mineração Ltda.;SOROCABA;SP;FELDSPATO;-47,457853;-23,499323;6510;P1
Tecnoclay Min Ind Comercio Ltda;ENCRUZILHADA DO SUL;RS;FELDSPATO;-52,522045;-30,543657;4303;P1
Tejucana Mineração Ltda;BRUMADINHO;MG;FERRO;-44,200188;-20,144174;107245;P3
Terminal Terraplanagem e Mineração Pedra Riscada Ltda;MIMOSO DO SUL;ES;COLUMBITA;-41,364425;-21,065374;101;P1
Terra Goyana Mineradora Ltda;BARRO ALTO;GO;BAUXITA;-48,915707;-14,973709;194046;P3
Terra Mater Participações e Empreendimentos Ltda.;MANDIRITUBA;PR;CAULIM;-49,322783;-25,759621;1009;P1
Titanio Goiás Mineração Ind. e Com. Ltda;AVELINÓPOLIS;GO;FERRO;-49,754226;-16,461939;32;P1
TOGNI S/A MATERIAIS REFRATÁRIOS;ONÇA DE PITANGUI;MG;PIROFILITA;-44,808382;-19,745524;1281;P1
TRONOX PIGMENTOS DO BRASIL S.A.;MATARACA;PB;ILMENITA;-35,048558;-6,600519;565408;P4
Urimamã Mineração Ind. Com. e Serv. Ltda;PARNAMIRIM;PE;VERMICULITA;-39,575787;-8,090138;2980;P1
Vale Fertilizantes Sa;CRUZEIRO DA FORTALEZA;MG;NIÓBIO;-46,673393;-18,938647;5024545;P7
Vale Manganês S A;JACARACI;BA;MANGANÊS;-42,430609;-14,849191;167908;P3
Vale S A;CACHOEIRO DE ITAPEMIRIM;ES;FERRO;-41,111919;-20,850112;541317664;P8
Vallourec Tubos do Brasil Ltda.;BRUMADINHO;MG;FERRO;-44,200188;-20,144174;3246412;P6
Vanádio de Maracás SA;MARACÁS;BA;FERRO;-40,431288;-13,437674;676759;P5
Vantage Brasil Mineração Ltda.;JUÍNA;MT;DIAMANTE;-58,762217;-11,422018;1007;P1
Varginha Mineração e Loteamentos Ltda;POÇOS DE CALDAS;MG;BAUXITA;-46,56641;-21,787364;16606;P1
Vetorial Mineração S A;CORUMBÁ;MS;FERRO;-57,648985;-19,006375;250656;P3
Vicente Alexandre Alves;ARARIPINA;PE;GIPSO;-40,502461;-7,578142;1734;P1
Violani & Cia Ltda;BOCAIÚVA DO SUL;PR;PIROFILITA;-49,105787;-25,214902;17476;P1
Vmb Mineração Ltda Epp;OURICURI;PE;GIPSO;-40,081463;-7,883152;2464;P1
Von Roll do Brasil Ltda;NOVA PALMEIRA;PB;FELDSPATO;-36,418713;-6,676606;1302;P1
Votorantim Cimentos Brasil S A;VOTORANTIM;SP;FILITO;-47,449738;-23,541871;7813;P1
Votorantim Cimentos S A;SALVADOR;BA;FOLHELHO;-38,488061;-13,014772;2252154;P6
Wtm Transportes Ltda Me;CONCEIÇÃO DO MATO DENTRO;MG;OURO;-43,423436;-19,04519;388;P1
XILOLITE S/A;BRUMADO;BA;TALCO;-41,66707;-14,205438;488058;P4
Zeus Mineração Ltda.;CAVALCANTE;GO;MANGANÊS;-47,463436;-13,799279;959637;P4
Agrocity Mineração Ltda;GOUVEIA;MG;QUARTZO ;-43,733987;-18,442973;19829;P2
Agrocity Mineração Ltda;GOUVEIA;MG;QUARTZO ;-43,733987;-18,442973;19829;P2
Alcoa World Alumina Brasil Ltda.;JURUTI;PA;BAUXITA;-56,094998;-2,155253;6620519;P7
Alcoa World Alumina Brasil Ltda.;JURUTI;PA;BAUXITA;-56,094998;-2,155253;6620519;P7
Alcoa World Alumina Brasil Ltda.;JURUTI;PA;BAUXITA;-56,094998;-2,155253;6620519;P7
Almeida's Mineração e Terraplanagem Ltda;NOVA SANTA HELENA;MT;OURO;-55,183686;-10,851;6078;P1
Alto Vale de Mineraçao Ltda Me;TROMBUDO CENTRAL;SC;FOLHELHO;-49,792478;-27,30302;8164;P1
Alto Vale de Mineraçao Ltda Me;TROMBUDO CENTRAL;SC;FOLHELHO;-49,792478;-27,30302;8164;P1
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;FERRO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;FERRO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;FERRO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;FERRO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;FERRO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;FERRO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;FERRO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;FERRO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;FERRO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;FERRO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;FERRO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;FERRO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;FERRO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;FERRO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;FERRO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;FERRO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;FERRO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;FERRO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;FERRO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;FERRO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BELO HORIZONTE;MG;OURO;-43,926453;-19,937524;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;FERRO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;FERRO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;FERRO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;FERRO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;FERRO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;FERRO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;FERRO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;FERRO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;FERRO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;FERRO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;FERRO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;FERRO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;FERRO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;FERRO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;FERRO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;FERRO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;FERRO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;FERRO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;FERRO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;FERRO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;BRUMADINHO;MG;OURO;-44,200188;-20,144174;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;FERRO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;OURO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;OURO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;FERRO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;OURO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;OURO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;FERRO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;OURO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;OURO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;FERRO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;OURO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;OURO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;FERRO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;OURO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;OURO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;FERRO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;OURO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;OURO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;FERRO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;OURO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;OURO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;FERRO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;OURO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;OURO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;FERRO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;OURO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;OURO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;FERRO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;OURO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;OURO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;FERRO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;OURO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;OURO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;FERRO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;OURO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;OURO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;FERRO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;OURO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;OURO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;FERRO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;OURO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;OURO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;FERRO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;OURO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;OURO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;FERRO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;OURO;-43,802143;-20,254177;9066913;P8
Anglogold Ashanti Córrego do Sítio Mineração S.a.;ITABIRITO;MG;OURO;-43,802143;-20,254177;9066913;P8
